"","GENDER","EDU_FATHER","EDU_MOTHER","OCC_FATHER","OCC_MOTHER","STRATUM","SISBEN","PEOPLE_HOUSE","INTERNET","TV","COMPUTER","WASHING_MCH","MIC_OVEN","CAR","DVD","FRESH","PHONE","MOBILE","REVENUE","JOB","SCHOOL_NAT","SCHOOL_TYPE","MAT_S11","CR_S11","CC_S11","BIO_S11","ENG_S11","ACADEMIC_PROGRAM","QR_PRO","CR_PRO","CC_PRO","ENG_PRO","WC_PRO","FEP_PRO","G_SC","PERCENTILE","X2ND_DECILE","QUARTILE","SEL","SEL_IHE","AVG_S11"
"11661","M","Incomplete Secundary","Complete Secundary","Operator","Operator","Stratum 2","Level 2","Seven","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PUBLIC","ACADEMIC",61,58,63,70,61,"INDUSTRIAL ENGINEERING",69,62,42,80,33,154,154,63,"4","3","2","2",62.6
"11662","M","Complete professional education","Complete professional education","Entrepreneur","Independent professional","Stratum 4","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",72,54,73,70,93,"ELECTRONIC ENGINEERING",95,80,83,93,63,159,182,92,"5","4","4","4",72.4
"11663","F","Complete technique or technology","Complete technique or technology","Independent","Independent","Stratum 3","Level 2","Four","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","TECHNICAL",53,55,49,57,54,"INDUSTRIAL ENGINEERING",47,81,80,75,22,163,159,70,"4","3","4","2",53.6
"11664","M","Complete Secundary","Complete technique or technology","Operator","Operator","Stratum 3","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","TECHNICAL/ACADEMIC",59,47,57,69,65,"CHEMICAL ENGINEERING",94,76,42,84,14,114,161,73,"4","3","2","3",59.4
"11665","M","Complete primary","Complete primary","Independent professional","Home","Stratum 2","Level 2","Five","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","Yes, less than 20 hours per week","PUBLIC","TECHNICAL/ACADEMIC",75,58,64,70,62,"CHEMICAL ENGINEERING",100,90,89,85,94,187,197,98,"5","4","2","4",65.8
"11666","M","Complete professional education","Complete professional education","Technical or professional level employee","Technical or professional level employee","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 7 and less than 10 LMMW","No","PRIVATE","ACADEMIC",67,70,78,70,68,"INDUSTRIAL ENGINEERING",88,91,91,87,86,206,187,95,"5","4","4","4",70.6
"11667","F","Incomplete technical or technological","Postgraduate education","Executive","Executive","Stratum 4","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",61,75,65,65,68,"INDUSTRIAL ENGINEERING",76,93,90,90,78,168,184,93,"5","4","4","4",66.8
"11668","M","Incomplete Secundary","Complete primary","Independent","Home","Stratum 1","Level 1","Two","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","ACADEMIC",50,49,41,51,45,"INDUSTRIAL ENGINEERING",48,15,15,38,93,136,140,40,"3","2","1","2",47.2
"11669","M","Ninguno","Incomplete primary","Other occupation","Retired","Stratum 3","Level 2","Two","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",63,57,47,65,56,"INDUSTRIAL ENGINEERING",87,74,6,72,57,155,153,61,"4","3","1","3",57.6
"11670","M","Complete professional education","Complete professional education","Technical or professional level employee","Technical or professional level employee","Stratum 3","It is not classified by the SISBEN","Nueve","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PUBLIC","ACADEMIC",69,50,62,56,56,"INDUSTRIAL ENGINEERING",92,27,67,50,74,74,159,69,"4","3","4","3",58.6
"11671","F","Incomplete Professional Education","Incomplete Professional Education","Technical or professional level employee","Auxiliary or Administrative","Stratum 3","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",57,63,65,55,73,"INDUSTRIAL ENGINEERING",83,78,71,83,6,161,160,72,"4","3","4","4",62.6
"11672","M","Complete Secundary","Complete Secundary","Operator","Auxiliary or Administrative","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",58,58,60,63,58,"MECHANICAL ENGINEERING",87,79,83,82,78,160,178,89,"5","4","2","2",59.4
"11673","F","Complete professional education","Incomplete Professional Education","Independent professional","Auxiliary or Administrative","Stratum 2","Level 1","Seven","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","TECHNICAL",69,61,62,77,61,"CHEMICAL ENGINEERING",76,84,86,78,83,78,177,89,"5","4","2","3",66
"11674","F","Postgraduate education","Complete professional education","Technical or professional level employee","Technical or professional level employee","Stratum 2","It is not classified by the SISBEN","Four","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","TECHNICAL",59,51,59,64,67,"CHEMICAL ENGINEERING",48,81,70,75,81,75,167,79,"4","4","4","3",60
"11675","M","Incomplete Secundary","Complete Secundary","Operator","Independent","Stratum 2","Level 2","Six","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",81,60,60,64,56,"CHEMICAL ENGINEERING",97,86,52,56,38,56,164,77,"4","4","1","3",64.2
"11676","M","Complete technique or technology","Complete technique or technology","Technical or professional level employee","Technical or professional level employee","Stratum 2","Level 1","Five","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","ACADEMIC",77,65,61,82,93,"CHEMICAL ENGINEERING",100,96,29,97,93,122,206,100,"5","4","3","4",75.6
"11677","M","Complete Secundary","Complete Secundary","Independent","Independent","Stratum 1","It is not classified by the SISBEN","Five","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","TECHNICAL",49,36,33,53,48,"CIVIL ENGINEERING",20,3,12,50,32,115,119,11,"1","1","2","2",43.8
"11678","M","Incomplete primary","Complete Secundary","Independent","Retired","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",69,57,67,71,81,"ELECTRONIC ENGINEERING",84,63,49,88,5,169,155,64,"4","3","2","2",69
"11679","F","Complete primary","Incomplete Secundary","Independent","Home","Stratum 4","It is not classified by the SISBEN","Five","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",55,57,59,56,48,"INDUSTRIAL ENGINEERING",90,67,38,31,80,80,157,68,"4","3","2","3",55
"11680","M","Incomplete Secundary","Incomplete Professional Education","Other occupation","Independent professional","Stratum 4","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",58,50,49,53,63,"INDUSTRIAL ENGINEERING",52,2,6,70,65,75,130,24,"2","1","3","4",54.6
"11681","M","Complete professional education","Complete professional education","Technical or professional level employee","Independent professional","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",75,63,69,76,84,"CIVIL ENGINEERING",98,93,88,93,94,148,196,98,"5","4","4","4",73.4
"11682","M","Complete primary","Complete primary","Operator","Operator","Stratum 1","Level 1","Four","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",74,65,65,74,60,"MECHATRONICS ENGINEERING",91,30,73,74,75,187,165,77,"4","4","2","2",67.6
"11683","M","Incomplete primary","Incomplete Secundary","Independent","Home","Stratum 2","Level 2","Seven","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",77,65,71,71,71,"MECHANICAL ENGINEERING",97,100,95,91,97,187,204,99,"5","4","1","4",71
"11684","M","Complete Secundary","Complete technique or technology","Independent","Home","Stratum 1","Level 1","Four","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","ACADEMIC",55,44,57,57,44,"CIVIL ENGINEERING",76,14,50,33,21,154,138,37,"2","2","2","2",51.4
"11685","M","Complete professional education","Complete technique or technology","Technical or professional level employee","Technical or professional level employee","Stratum 2","Level 3","Five","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",87,69,67,70,59,"ELECTRONIC ENGINEERING",96,85,85,83,82,192,184,93,"5","4","4","4",70.4
"11686","M","Complete primary","Postgraduate education","Entrepreneur","Executive","Stratum 2","It is not classified by the SISBEN","Four","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Between 2 and less than 3 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",77,67,69,70,70,"INDUSTRIAL ENGINEERING",99,89,93,92,100,187,204,100,"5","4","3","4",70.6
"11687","M","Complete professional education","Complete professional education","Independent professional","Technical or professional level employee","Stratum 3","It is not classified by the SISBEN","Six","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",62,51,58,66,63,"INDUSTRIAL ENGINEERING",80,78,36,72,4,173,149,54,"3","3","2","2",60
"11688","M","Complete Secundary","Complete Secundary","Independent professional","Home","Stratum 2","It is not classified by the SISBEN","Four","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","ACADEMIC",65,55,50,55,53,"INDUSTRIAL ENGINEERING",71,30,50,29,63,90,146,50,"3","3","2","2",55.6
"11689","F","Complete Secundary","Incomplete Secundary","Independent","Independent","Stratum 2","Level 2","Five","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",65,65,53,66,54,"INDUSTRIAL ENGINEERING",94,49,35,56,82,82,160,71,"4","3","1","4",60.6
"11690","M","Incomplete Professional Education","Incomplete Professional Education","Technical or professional level employee","Technical or professional level employee","Stratum 3","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 7 and less than 10 LMMW","No","PRIVATE","ACADEMIC",69,58,61,73,71,"CHEMICAL ENGINEERING",99,93,99,93,70,93,196,98,"5","4","4","3",66.4
"11691","M","Incomplete Secundary","Complete professional education","Operator","Independent","Stratum 2","It is not classified by the SISBEN","Seven","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","ACADEMIC",75,67,64,74,88,"INDUSTRIAL ENGINEERING",100,79,87,92,36,180,182,92,"5","4","2","4",73.6
"11692","M","Complete Secundary","Complete Secundary","Independent professional","Independent professional","Stratum 6","It is not classified by the SISBEN","Four","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Between 7 and less than 10 LMMW","No","PRIVATE","ACADEMIC",68,77,81,78,89,"MECHANICAL ENGINEERING",80,52,85,97,33,149,170,83,"5","4","4","4",78.6
"11693","F","Complete professional education","Complete professional education","Executive","Executive","Stratum 6","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",99,67,88,82,100,"INDUSTRIAL ENGINEERING",91,95,96,100,99,182,206,100,"5","4","4","4",87.2
"11694","M","Complete technique or technology","Incomplete Secundary","Technical or professional level employee","Home","Stratum 2","Level 2","Five","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",59,60,71,69,54,"INDUSTRIAL ENGINEERING",89,86,88,57,92,190,179,90,"5","4","2","2",62.6
"11695","M","Complete technique or technology","Complete Secundary","Other occupation","Other occupation","Stratum 3","It is not classified by the SISBEN","Six","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","ACADEMIC",72,63,80,72,61,"INDUSTRIAL ENGINEERING",88,78,92,36,66,178,169,82,"5","4","1","1",69.6
"11696","M","Not sure","Complete professional education","Retired","Operator","Stratum 2","It is not classified by the SISBEN","Four","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","ACADEMIC",64,58,57,57,55,"CIVIL ENGINEERING",83,77,43,79,98,141,174,86,"5","4","2","2",58.2
"11697","M","Complete professional education","Complete technique or technology","Executive","Technical or professional level employee","Stratum 4","Level 2","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Between 3 and less than 5 LMMW","No","PUBLIC","ACADEMIC",63,65,67,67,69,"CHEMICAL ENGINEERING",69,31,94,86,98,168,177,89,"5","4","4","4",66.2
"11698","M","Complete professional education","Incomplete Secundary","Independent","Independent","Stratum 2","Level 1","Two","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","ACADEMIC",66,67,73,73,60,"CHEMICAL ENGINEERING",100,95,97,92,68,176,197,98,"5","4","2","4",67.8
"11699","M","Complete professional education","Complete Secundary","Independent professional","Home","Stratum 6","It is not classified by the SISBEN","Eight","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 7 and less than 10 LMMW","No","PRIVATE","ACADEMIC",56,58,53,54,61,"CHEMICAL ENGINEERING",77,68,51,75,51,139,159,70,"4","3","4","4",56.4
"11700","M","Complete professional education","Complete technique or technology","Independent professional","Retired","Stratum 2","It is not classified by the SISBEN","Four","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","ACADEMIC",87,72,83,77,60,"INDUSTRIAL ENGINEERING",100,94,100,89,96,196,223,100,"5","4","3","4",75.8
"11701","F","Postgraduate education","Postgraduate education","Retired","Retired","Stratum 4","It is not classified by the SISBEN","Two","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",90,63,77,84,88,"INDUSTRIAL ENGINEERING",100,94,94,92,95,211,201,99,"5","4","4","4",80.4
"11702","F","Complete technique or technology","Incomplete Professional Education","Entrepreneur","Executive","Stratum 3","It is not classified by the SISBEN","Three","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Between 7 and less than 10 LMMW","No","PRIVATE","ACADEMIC",92,92,73,86,88,"INDUSTRIAL ENGINEERING",100,99,73,98,97,197,202,99,"5","4","4","4",86.2
"11703","F","Complete professional education","Incomplete Professional Education","Technical or professional level employee","Small entrepreneur","Stratum 3","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","ACADEMIC",67,62,64,65,84,"CHEMICAL ENGINEERING",99,95,91,89,21,89,183,93,"5","4","4","3",68.4
"11704","F","Incomplete Professional Education","Incomplete Professional Education","Independent","Home","Stratum 6","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 7 and less than 10 LMMW","No","PRIVATE","ACADEMIC",72,65,67,64,82,"INDUSTRIAL ENGINEERING",60,50,25,89,73,150,157,67,"4","3","2","4",70
"11705","F","Complete professional education","Complete professional education","Independent professional","Independent professional","Stratum 6","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",79,69,70,67,93,"INDUSTRIAL ENGINEERING",96,90,97,93,74,177,193,97,"5","4","4","4",75.6
"11706","M","Complete professional education","Complete professional education","Other occupation","Executive","Stratum 3","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","ACADEMIC",85,67,57,73,64,"MECHANICAL ENGINEERING",97,45,67,89,70,70,173,85,"5","4","4","4",69.2
"11707","M","Postgraduate education","Complete professional education","Executive","Executive","Stratum 6","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",89,72,66,75,93,"CHEMICAL ENGINEERING",99,93,85,98,89,189,197,98,"5","4","4","4",79
"11708","M","Complete professional education","Complete professional education","Independent","Independent","Stratum 3","Level 1","Three","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","ACADEMIC",67,58,61,63,58,"INDUSTRIAL ENGINEERING",82,48,61,73,30,73,156,66,"4","3","2","3",61.4
"11709","M","Complete professional education","Complete professional education","Auxiliary or Administrative","Technical or professional level employee","Stratum 3","It is not classified by the SISBEN","Two","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",77,67,66,70,73,"CHEMICAL ENGINEERING",100,64,54,87,17,171,168,81,"5","4","2","4",70.6
"11710","F","Complete professional education","Complete Secundary","Independent professional","Home","Stratum 2","Level 2","Five","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",87,75,75,79,67,"CHEMICAL ENGINEERING",98,99,96,76,88,154,195,98,"5","4","2","4",76.6
"11711","M","Incomplete primary","Incomplete Secundary","Other occupation","Home","Stratum 2","Level 1","Four","No","No","No","Yes","No","No","Yes","Yes","No","No","less than 1 LMMW","No","PUBLIC","TECHNICAL",55,57,53,51,59,"INDUSTRIAL ENGINEERING",40,53,77,60,36,118,150,57,"3","3","1","2",55
"11712","M","Complete professional education","Complete professional education","Technical or professional level employee","Technical or professional level employee","Stratum 4","It is not classified by the SISBEN","Five","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","ACADEMIC",52,55,59,56,53,"INDUSTRIAL ENGINEERING",51,45,55,81,42,133,152,60,"4","3","4","2",55
"11713","M","Complete professional education","Complete professional education","Other occupation","Technical or professional level employee","Stratum 5","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",81,61,56,68,82,"CHEMICAL ENGINEERING",78,91,91,92,91,174,188,95,"5","4","4","4",69.6
"11714","M","Complete professional education","Complete professional education","Entrepreneur","Entrepreneur","Stratum 6","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 7 and less than 10 LMMW","No","PRIVATE","ACADEMIC",87,79,78,82,81,"MECHANICAL ENGINEERING",100,97,86,92,79,173,211,100,"5","4","4","4",81.4
"11715","M","Complete professional education","Complete professional education","Technical or professional level employee","Executive","Stratum 5","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",89,79,88,86,100,"CIVIL ENGINEERING",100,98,100,95,33,198,197,98,"5","4","4","4",88.4
"11716","F","Complete Secundary","Complete professional education","Independent","Home","Stratum 2","Level 2","Four","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL",79,69,73,77,88,"CIVIL ENGINEERING",98,96,98,96,96,200,203,99,"5","4","1","4",77.2
"11717","M","Complete professional education","Complete professional education","Small entrepreneur","Small entrepreneur","Stratum 5","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",83,92,78,90,100,"ELECTRONIC ENGINEERING",100,98,99,100,52,204,219,100,"5","4","4","4",88.6
"11718","F","Postgraduate education","Complete technique or technology","Technical or professional level employee","Home","Stratum 5","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",85,79,69,81,79,"INDUSTRIAL ENGINEERING",91,94,81,98,88,163,192,97,"5","4","4","4",78.6
"11719","M","Complete Secundary","Complete primary","Other occupation","Other occupation","Stratum 2","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","ACADEMIC",70,58,61,66,67,"CHEMICAL ENGINEERING",99,66,49,68,66,176,168,81,"5","4","2","4",64.4
"11720","F","Postgraduate education","Complete professional education","Independent professional","Auxiliary or Administrative","Stratum 5","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",75,72,65,88,64,"ELECTRIC ENGINEERING",92,92,74,92,40,180,177,89,"5","4","3","2",72.8
"11721","M","Complete Secundary","Complete professional education","Small entrepreneur","Technical or professional level employee","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",58,60,62,67,71,"ELECTRONIC ENGINEERING",84,64,6,78,5,150,141,42,"3","2","4","4",63.6
"11722","M","Postgraduate education","Postgraduate education","Technical or professional level employee","Executive","Stratum 4","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",100,78,75,81,100,"MECHANICAL ENGINEERING",100,99,86,98,75,189,200,99,"5","4","4","4",86.8
"11723","F","Incomplete primary","Complete Secundary","Independent","Independent","Stratum 2","Level 3","Four","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",47,47,55,46,44,"INDUSTRIAL ENGINEERING",19,5,12,12,25,91,113,7,"1","1","2","2",47.8
"11724","M","Complete professional education","Complete Secundary","Independent","Other occupation","Stratum 2","Level 2","Three","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",62,56,61,47,47,"INDUSTRIAL ENGINEERING",37,10,50,57,95,146,147,52,"3","3","2","1",54.6
"11725","M","Complete technique or technology","Complete Secundary","Technical or professional level employee","Home","Stratum 2","Level 2","Five","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",75,58,67,73,75,"INDUSTRIAL ENGINEERING",100,98,96,93,36,93,194,98,"5","4","2","3",69.6
"11726","F","Complete professional education","Complete professional education","Executive","Home","Stratum 4","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 7 and less than 10 LMMW","No","PRIVATE","ACADEMIC",60,57,50,59,75,"INDUSTRIAL ENGINEERING",80,78,4,85,65,142,156,66,"4","3","4","2",60.2
"11727","M","Complete Secundary","Complete Secundary","Auxiliary or Administrative","Home","Stratum 2","Level 2","Three","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","ACADEMIC",74,69,62,72,93,"CHEMICAL ENGINEERING",100,97,96,98,94,202,207,100,"5","4","2","4",74
"11728","M","Incomplete Secundary","Complete technique or technology","Operator","Entrepreneur","Stratum 2","Level 1","Four","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Between 2 and less than 3 LMMW","No","PUBLIC","ACADEMIC",74,61,65,71,88,"ELECTRONIC ENGINEERING",94,70,69,86,10,165,164,76,"4","4","2","4",71.8
"11729","M","Incomplete primary","Incomplete primary","Other occupation","Home","Stratum 1","Level 1","Seven","No","No","Yes","No","No","No","Yes","Yes","Yes","No","Between 2 and less than 3 LMMW","Yes, 20 hours or more per week","PUBLIC","ACADEMIC",72,65,73,78,61,"CIVIL ENGINEERING",98,73,77,50,100,214,183,92,"5","4","1","4",69.8
"11730","F","Complete primary","Complete technique or technology","Independent","Auxiliary or Administrative","Stratum 1","Level 1","Three","No","No","No","No","No","No","No","Yes","Yes","No","less than 1 LMMW","No","PUBLIC","ACADEMIC",45,50,35,48,48,"CIVIL ENGINEERING",31,19,36,38,27,117,130,25,"2","2","1","2",45.2
"11731","F","Complete Secundary","Complete Secundary","Independent","Home","Stratum 2","It is not classified by the SISBEN","Five","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","ACADEMIC",62,61,50,58,53,"CIVIL ENGINEERING",71,33,78,20,72,101,152,60,"4","3","2","2",56.8
"11732","M","Complete Secundary","Complete technique or technology","Independent","Retired","Stratum 3","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",64,61,57,61,58,"CIVIL ENGINEERING",83,49,64,73,41,162,158,69,"4","3","2","2",60.2
"11733","F","Complete professional education","Complete professional education","Technical or professional level employee","Auxiliary or Administrative","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",77,75,67,73,71,"CHEMICAL ENGINEERING",92,89,93,95,86,95,191,97,"5","4","4","3",72.6
"11734","F","Complete technique or technology","Complete technique or technology","Independent","Home","Stratum 1","Level 1","Three","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Between 2 and less than 3 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",49,55,60,52,48,"INDUSTRIAL ENGINEERING",42,26,61,40,49,152,141,41,"3","2","4","2",52.8
"11735","F","Complete professional education","Complete professional education","Executive","Independent professional","Stratum 3","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","ACADEMIC",85,91,69,76,88,"CIVIL ENGINEERING",99,84,61,94,100,196,211,100,"5","4","4","4",81.8
"11736","M","Complete technique or technology","Complete Secundary","Retired","Home","Stratum 2","Level 2","Five","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Between 3 and less than 5 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",85,67,65,65,67,"MECHANICAL ENGINEERING",99,94,74,88,79,156,188,95,"5","4","2","4",69.8
